Sample;Year;Year_Season;Copepod;Amphipod;Ostracod;Pteropod;Cheatognath;Time_sp;ice_concentration;temp_air;v_winds;u_winds;v_ice;u_ice;pressure_atm;SST;SSS;u_currents;v_currents;ice_distance;chla_sat;AMO;A0;NAO;Seasonal_var;Tot_flux;CaCO3;Psi;POC;PON;15N;13C;Season
2007-08-15;2007;2007;61,88235294;21,88235294;18,70588235;3,764705882;1,764705882;2540;5,352941176;-0,79;1,887647059;-2,540588235;-1561,529412;-352,7;988,8941176;5,365839869;35,09810539;-7,972941176;-7,461029412;20,25991455;0,819623813;0,076;0,0725;-2,295;17,18671403;66,1355632;10,31888105;8,512788643;15,5904;2,313355636;6,792;-25,88;Summer
2007-08-31;2007;2007;48,4;16,6;11,4;23;1,8;2556;2,072727273;-0,967272727;-0,004545455;-1,022727273;-79,71818182;-107,4090909;992,2090909;3,787864973;35,00903202;-4,223712121;-6,895227273;30,19304292;0,503565192;0,098;0,179;-1,18;15,28891938;21,82489432;4,034587487;0,786781727;4,602496;0,3078272;4,92;-26,048;Summer
2007-09-10;2007;2007;31,2;10,4;4,6;39,6;0;2566;0,618181818;-3,137272727;0,693636364;-5,84;-293,9363636;251,5181818;991,4818182;4,991959596;35,02529167;-3,62030303;-5,939015152;37,14436387;NaN;0,128;0,281;-0,6;13,67814305;12,38211956;7,027294953;0,436301415;1,549201067;0,219968;6,89;-25,007;Summer
2007-09-20;2007;2007;128,8;6,4;20;65;0;2576;4,890909091;-4,17;2,077272727;-2,694545455;-2924,727273;-783,9545455;993,3454545;4,521782828;34,81537879;5,675075758;2,360833333;21,53894355;NaN;0,158;0,383;-0,02;11,98820139;36,85805205;23,64954248;0,721351153;3,421696;0,4688384;5,75;-26,692;Faller
2007-09-30;2007;2007;74,13333333;9,2;13,46666667;68,4;0;2586;10,85333333;-5,643125;-0,2175;-3,644375;-3698,025;-1307,6125;991,425;3,416652267;34,92209612;-5,200052083;-6,414270833;16,04957793;NaN;0,158;0,383;-0,02;9,755207361;18,14637988;6,635739868;0,198196151;5,274709333;0,271748267;5,118;-27,328;Faller
2007-10-15;2007;2007;124,25;8,25;19,625;144,375;0;2601;1,517647059;-5,852941176;-2,786470588;-3,133529412;-2546,958824;-1679,552941;982,2470588;3,331653595;34,85842892;-2,969803922;-4,998382353;39,60889409;NaN;0,167;-0,068;-0,845;7,262802852;30,14128996;19,19882571;0,214080859;3,55952;0,345941333;4,884;-26,98;Faller
2007-10-31;2007;2007;81,46666667;6,266666667;12,33333333;224,1333333;0;2617;0;-6,173870968;-1,405806452;-2,39516129;0;0;987,7870968;3,482663185;35,03550672;-7,455725806;-7,101317204;70,73025945;NaN;0,1435;0,151;-0,155;3,974725258;27,48279001;20,69448107;0,09457223;0,668643556;0,111773867;4,741;-25,603;Faller
2007-11-30;2007;2007;32,12903226;2,064516129;7,419354839;357,2903226;0;2647;1,46875;-10,054375;0,68875;-1,9925;-1727,571875;-1003,19375;985,75625;3,38015191;35,00775911;-10,45377604;-7,888151042;47,55774278;NaN;0,0705;0,82;1,605;1,331521864;51,49270286;40,21191747;0,381312494;2,451034839;0,388723613;6,1;-25,642;Faller
2007-12-31;2007;2008;29,93548387;0,709677419;6,774193548;17,41935484;0;2678;4,8;-11,5853125;-1,6828125;-4,0359375;-3374,15625;-1342,584375;987,63125;2,390826389;34,91582943;-2,199583333;3,600598958;46,9115744;NaN;0,079;0,8785;1,82;1,376909225;7,329367437;2,837549506;0,244661933;0,904072258;0,165627871;6,897;-24,62;Winter
2008-01-31;2008;2008;29,93103448;2,689655172;5,517241379;4;0,689655172;2709;0;-7,673333333;-2,221;-2,119;0;0;985,5566667;2,808933333;34,98144861;-9,102361111;-1,240555556;77,49021505;NaN;0,143;0,762;1,08;3,85326614;6,28713086;1,277485696;0,207694655;1,232728276;0,330003862;8,659;-25,798;Winter
2008-02-29;2008;2008;42,83870968;7,741935484;2,580645161;0,580645161;20,77419355;2738;0;-12,4003125;-2,44875;-5,3609375;0;0;993,665625;2,629374132;35,00098307;-7,809479167;-1,440520833;53,7093216;NaN;0,1005;0,0655;-0,825;8,404882029;21,73625806;2,935741935;0,247964055;5,080154839;1,176609032;8,371;-25,142;Winter
2008-03-31;2008;2008;2,4;0,4;0,666666667;0;32,53333333;2769;0;-10,786875;-1,973125;-3,173125;0;0;1010,55625;2,68849857;34,97166193;-9,304114583;-9,759895833;32,62311465;0,164975241;0,043;-0,455;-2,02;12,33014707;85,28554667;8,388266667;0,476262165;23,48970667;3,765589333;7,167;-25,473;Spring
2008-04-30;2008;2008;57,2;26;19;0;123,6;2799;42,32727273;-5,9;-0,839090909;-3,242727273;-7723,445455;-4923,318182;1007,627273;2,802343434;34,9602197;1,360909091;-1,420075758;0;0,297530755;0,172;-1,205;-3,26;16,63150724;48,94293333;5,12;2,814690072;14,49536;1,7544704;6,508;-25,361;Spring
2008-05-10;2008;2008;79,6;22,6;5,2;0;4,2;2809;30,65454545;-4,491818182;0,054545455;-1,807272727;-4272,509091;-4050,863636;1009,818182;2,744441919;34,98022727;-2,0975;-2,254166667;1,64928443;0,603928305;0,214;-0,6475;-2,44;17,96376226;31,13813333;7,688533333;2,195951374;7,026304;0,6393728;6,519;-25,614;Spring
2008-05-20;2008;2008;53,81818182;55,27272727;5,818181818;0;0,363636364;2819;36,41666667;-1,738333333;1,906666667;1,3275;-209,6;1111,508333;1002,45;2,577282407;34,98501389;2,232847222;-18,13916667;0,771792571;0,761124591;0,256;-0,09;-1,62;19,19014887;55,78143562;5,964069401;12,21958615;10,06778182;1,463908848;4,712;-24,405;Spring
2008-05-31;2008;2008;76,8;43,33333333;8,666666667;0;2,266666667;2830;36,0375;-0,723125;1,215;-0,874375;-6707,61875;-610,25;1002,85625;2,923453125;34,97934635;-3,3609375;-4,12921875;0;2,065804392;0,256;-0,09;-1,62;20,25924777;49,80053333;7,185066667;1,933917884;8,903260843;1,03426048;4,538;-25,848;Spring
2008-06-15;2008;2008;35,46666667;14;6,533333333;0;2,266666667;2845;44,3125;-0,114375;-0,6475;-3,7175;-7555,5125;-3825,4375;999,0625;3,335440972;35,0024974;1,82578125;-6,886614583;0,542115174;1,895669063;0,231;-0,285;-1,375;20,9167732;12,73877333;4,469475556;0,517285642;2,409831424;0,2121328;6,127;-25,448;Summer
2008-07-17;2008;2008;63,85714286;66,42857143;21,71428571;0,142857143;1,428571429;2877;16,6;-0,338;0,037333333;1,657333333;392,6133333;13,08666667;1001,306667;3,08735;34,94095278;-9,932777778;5,857;7,092288458;0,690234452;0,175;-0,08;-0,21;20,1928597;27,83794495;4,56474155;0,698748465;5,604982857;0,882701714;6,507;-24,749;Summer
2008-07-31;2008;2008;80,8;48,8;28,6;0;1,2;2891;4,944927536;-0,875857143;0,415571429;1,063571429;-222,0585714;200,2514286;995,4185714;3,146784921;34,95627381;-6,373428571;-0,988357143;20,76079228;0,584118772;0,1385;0,798;-0,1;15,44378178;71,6288;11,136;4,164696178;16,913664;2,788608;6,18;-24,26;Summer
2008-08-10;2008;2008;91,2;82,6;25;20,4;0,6;2901;6,854545455;-0,396363636;1,687272727;2,650909091;639,3818182;1354,390909;986,6363636;3,560335859;35,02582197;-11,99159091;2,856212121;13,75477257;0,55390197;0,1865;-0,2035;-1,14;18,08626678;73,4068735;20,65799716;6,494822672;12,85056;1,7710336;5,82;-24,31;Summer
2008-08-20;2008;2008;316,5454545;33,63636364;45,09090909;5,818181818;2,363636364;2911;3,666666667;-0,118333333;-0,805;1,348333333;6,183333333;-446,575;1001,225;4,095884259;35,05873264;-3,036875;-10,17736111;18,076594;0,273637354;0,198;-0,327;-2,07;16,63150724;152,7125959;23,19970605;10,48996445;29,97271273;4,876846545;5,46;-24,339;Summer
2008-08-31;2008;2008;212,1333333;21,33333333;18;20,26666667;0;2922;0,4625;-0,143125;0,830625;1,98125;-137,09375;-143,83125;997,39375;3,040092014;34,94403906;-5,384270833;-1,1190625;27,195377;0,702135921;0,198;-0,327;-2,07;14,65722523;52,61831837;19,81171518;3,596953946;8,4864;1,377186133;4,857;-24,884;Summer
2008-09-15;2008;2008;155,3333333;10,13333333;20,13333333;9,466666667;3,733333333;2937;0,546666667;-0,86;-1,24;1,304375;0;0;991,19375;3,108394097;34,88930469;-3,535677083;0,17515625;30,66939824;NaN;0,15;0,6745;-1,03;12,159346;28,19779902;5,281966562;4,473181626;5,340273778;0,856263111;5,355;-24,879;Summer
2008-09-30;2008;2008;101,8666667;9,066666667;20,26666667;123,8666667;0,533333333;2952;5,986666667;-4,816875;0,485625;0,163125;-1856,25;-825;993,2875;2,387190972;34,8551901;-4,961302083;-0,170729167;17,56028787;NaN;0,102;1,676;0,01;9,584597048;34,41514787;16,03233081;1,404628371;4,458325333;0,5953536;6,53;-25,222;Faller
2008-10-15;2008;2008;82,75;12,875;15,125;210,125;0,125;2967;15,38823529;-10,09705882;-0,874705882;-3,655294118;-4974,241176;-2745,882353;986,3;2,861472222;34,87972549;-7,641862745;-4,933872549;9,464733921;NaN;0,0515;0,884;-0,645;7,103695505;38,98668448;20,10437914;0,637081448;7,4904;1,047272;6,968;-24,732;Faller
2008-10-31;2008;2008;130,9333333;6,533333333;11,8;826,9333333;0;2983;0,664516129;-8,949354839;-1,230322581;-4,290322581;-472,8451613;-292,7;988,9225806;2,760725358;34,95346505;0,06405914;-4,460510753;50,9182038;NaN;0,0095;0,37;-0,94;3,85326614;87,32141504;72,21134487;0,160056803;1,695808;0,2738752;7,627;-24,546;Faller
2008-11-30;2008;2009;29,04347826;2,260869565;5,52173913;737,3478261;0,043478261;3013;1,063829787;-11,71489362;0,58212766;-2,872765957;0;0;988,1021277;3,065658816;34,79569746;-2,251992754;-11,55713768;61,69148923;NaN;-0,0205;0,724;0,01;1,072512775;101,5147215;84,05869764;0,369622856;1,122077681;0,209564754;8,201;-24,199;Winter
2009-01-15;2009;2009;20,5;1,636363636;5,590909091;24,04545455;0,318181818;3059;3,742222222;-8,030444444;-2,617111111;-1,216444444;-995,08;-980,1244444;993,6622222;2,901839869;NaN;-6,84087037;-10,89396296;29,78222564;NaN;-0,1095;0,4605;0,375;2,960720382;16,58905143;5,816519408;0,627377955;2,092218182;0,341105455;7,866;-23,598;Winter
2009-02-28;2009;2009;9,290322581;0;0,064516129;0;4,387096774;3103;0;-12,6715625;-1,8815625;-5,791875;0;0;994,91875;2,550632944;34,89925125;2,33015625;-8,477552083;51,19206005;NaN;-0,1455;0,547;0,945;8,239030269;48,52163441;6,87483871;0,478205489;9,347716129;0,835092645;8,309;-25,102;Winter
2009-03-31;2009;2009;11,46666667;0,666666667;0;0;12,4;3134;2,693333333;-14,631875;-0,03375;-4,67;-1853,64375;-121,25;1002,15;2,962090278;34,88378646;-2,311614583;-1,874114583;20,36505412;NaN;-0,131;0,973;1,74;12,159346;99,46112;12,61226667;0,451737451;22,67562667;2,661034667;7,052;-25,042;Spring
2009-04-15;2009;2009;23,86666667;0,666666667;1,6;0;33,06666667;3149;30,2625;-13,39125;2,288125;-3,273125;-9904,78125;-1342,29375;1000,24375;1,438942708;34,77705729;0,545833333;-12,66130208;0;0,186444605;-0,0965;1,0835;1,63;14,65722523;130,6553067;16,72533333;0,825579524;20,2624;1,803946667;8,501;-25,323;Spring
2009-04-30;2009;2009;62,13333333;8,4;3,2;0,4;12,4;3164;5,7;-2,03375;-2,43;3,239375;148,325;-446,7625;996,60625;2,804772569;34,84330469;-0,337083333;-4,313072917;22,91467992;0,324934281;-0,062;1,194;1,52;16,91261445;62,788;9,477333333;0,838641135;12,123904;1,412864;7,811;-24,719;Spring
2009-05-15;2009;2009;64,375;8,25;8,375;0;23;3179;11,52941176;-2,060588235;2,222941176;-0,206470588;-3330,323529;551,7647059;997,9764706;3,24770098;34,96891912;-2,654215686;5,661715686;11,43525182;0,687928915;0,0295;-0,0785;-0,765;18,77597147;32,153375;8,144;1,08547235;4,6488725;0,67949775;7,58;-24,3;Spring
2009-05-31;2009;2009;66,26666667;53,73333333;5,466666667;0,4;4,8;3195;9,5875;-1,169375;1,934375;-3,7825;-5103,26875;-1754,39375;1003,90625;3,390920387;34,90428776;-5,977916667;-5,033125;15,70731291;1,426850677;0,121;-1,351;-3,05;20,1928597;49,12184889;11,57262222;5,714075364;9,324330667;1,186794667;4,72;-24,742;Spring
2009-06-15;2009;2009;109,8666667;18,26666667;7,066666667;0,133333333;9,2;3210;2,5875;-0,645;-0,94125;0,290625;-443,95625;-795,11875;998,725;4,311112847;35,03967969;-1,957135417;1,43359375;27,478525;1,094610199;0,1745;-1,3535;-1,985;20,89314204;23,58666667;8,192;1,097681418;4,338197333;0,431061333;5,12;-25,537;Summer
2009-06-30;2009;2009;69,06666667;15,46666667;5,333333333;0;2,266666667;3225;9,4875;-0,066875;0,45125;-1,289375;-765,575;-48;1004,86875;3,768435764;34,92570833;-3,98125;-4,795416667;12,98535626;1,48545448;0,228;-1,356;-0,92;20,9374658;18,22004444;5,9648;1,690191305;3,613518667;0,501525333;4,726;-24,691;Summer
2009-07-15;2009;2009;15,71428571;6,571428571;0,571428571;0;0,285714286;3240;2,7;-0,015;0,775;-5,43625;-1816,3125;-547,9625;999,9625;4,07246875;34,95705208;2,845104167;-10,62510417;21,69148593;1,503321528;0,19;-0,705;0,075;20,54966755;47,24571429;14,528;4,740549163;4,495085714;0,634624;3,132;-24,787;Summer
2010-07-10;2010;2010;103;48;27,2;2;13;3600;0;0,416363636;0,216363636;0,500909091;0;0;994,2181818;3,672087121;35,06838258;NaN;NaN;58,56040063;0,273243926;0,4875;0,159;-0,975;20,73118337;64,94496877;12,06791451;2,824294054;18,158592;2,499456;4,908;-23,824;Summer
2010-07-20;2010;2010;119,8181818;18;39,09090909;1,272727273;4,181818182;3610;0;-0,2325;1,456666667;1,99;0;0;993,1416667;3,676913194;35,07928472;NaN;NaN;82,33092124;0,623449087;0,525;-0,117;-2,01;20,12374758;33,28252653;11,57279667;0,678840235;11,04139636;1,323605333;5,634;-22,617;Summer
2010-07-31;2010;2010;127,2;11,86666667;53,06666667;1,333333333;8,4;3621;0;-0,17;2,50375;1,62125;0;0;995,66875;3,36765129;35,03578125;NaN;NaN;90,09814656;0,698061466;0,525;-0,117;-2,01;18,98779373;43,09753474;13,57487634;0,862555863;7,651584;1,065124978;5,945;-23,328;Summer
2010-08-15;2010;2010;143;10,5;27,875;3,125;9,25;3636;0;0,6;1,588823529;-2,363529412;0;0;1002,605882;3,798666667;35,09888971;NaN;NaN;77,38838021;0,84915714;0,487;-0,491;-2,195;17,18671403;21,50490503;8,471792652;0,617863105;8,17168;1,004178667;5,347;-22,928;Summer
2010-08-31;2010;2010;106,1333333;11,46666667;22,4;1,866666667;6,933333333;3652;0;-0,556875;0,6475;-1,308125;0;0;1001,3125;3,137672743;34,97858594;NaN;NaN;41,99047999;0,526061475;0,449;-0,865;-2,38;14,8168922;50,74363617;17,55386737;1,01882744;8,718058667;0,8732672;5,353;-21,468;Summer
2010-09-15;2010;2010;91,6;10,53333333;24,13333333;9,6;6,8;3667;0;-1,72625;-0,968125;-0,113125;0;0;999,4875;4,105838542;35,06403906;NaN;NaN;74,23926566;NaN;0,3865;-0,666;-2,395;12,33014707;20,32707802;4,372269471;0,597533746;5,985109333;0,469418667;6,17;-24,653;Summer
2010-09-30;2010;2010;132,9333333;10,8;28,93333333;19,46666667;2,933333333;3682;0,48;-4,175;0,30625;-0,92375;-1008,2625;-724,50625;992,0875;3,319547743;35,01604149;NaN;NaN;46,36224129;NaN;0,324;-0,467;-2,41;9,755207361;26,09480189;10,23621528;0,605177111;7,649678222;0,893775644;6,011;-24,144;Faller
2010-10-15;2010;2010;72,75;10,5;18,625;31,5;2;3697;0;-7,414117647;-2,413529412;-7,267647059;0;0;996,2470588;2,169789216;34,77631127;NaN;NaN;82,27680429;NaN;0,2795;-0,4215;-2,875;7,262802852;7,966653063;4,338716548;0,103557735;1,74356;0,197292;5,618;-24,802;Faller
2010-10-31;2010;2010;50,73333333;5,066666667;6,666666667;443,7333333;4,466666667;3713;3,35483871;-12,70193548;-0,298064516;-2,993548387;-107,2032258;-604,3741935;1000,306452;3,052168459;35,02694444;NaN;NaN;39,60846005;NaN;0,2215;-1,5035;-3,975;3,974725258;72,3491817;61,34473375;0,084315887;0,907050667;0,169294933;7,595;-22,627;Faller
2010-11-30;2010;2010;12,12903226;0,903225806;5,225806452;524,3225806;0,387096774;3743;1,775;-11,474375;-1,9434375;-4,1290625;-1769,453125;-752,571875;999,459375;3,009668356;35,02611736;NaN;NaN;39,72982059;NaN;0,176;-2,157;-2,995;1,331521864;75,88351742;62,99650782;0,123064599;1,261061505;0,26116129;8,563;-21,811;Faller
2010-12-31;2010;2011;17,62711864;2,271186441;7,86440678;104,2711864;0,745762712;3774;2,513333333;-11,9985;-2,9835;-0,5975;-247,775;-296,785;993,1633333;2,567604918;35,01902179;NaN;NaN;41,4376907;NaN;0,0995;-0,1295;-0,775;2,304106107;28,85643487;14,23296669;0,470373743;2,444669831;0,391675661;8,62;-21,815;Winter
2011-02-28;2011;2011;29,06666667;6,8;6,8;5,6;14,93333333;3833;0;-11,40625;-1,560625;-5,595625;0;0;978,93125;2,091231548;34,97106012;NaN;NaN;65,53387104;NaN;0,055;1,424;-0,17;6,945742716;16,76424185;4,119735436;0,332125443;3,495893333;0,505416533;8,932;-25,64;Winter
2011-04-15;2011;2011;46,4;2,4;6,666666667;0;7,466666667;3879;0;-4,453125;-2,18125;0,528125;0;0;988,6;1,988497768;34,95196131;NaN;NaN;51,66478496;0,290951736;0,122;1,12;1,735;14,65722523;22,18097778;4,260977778;0,692845604;8,154794667;0,9050112;7,006;-25,385;Spring
2011-04-30;2011;2011;41;5,8;8,6;0;20;3894;0;-3,878181818;1,724545455;1,22;-73,57272727;-120,9818182;1006,790909;1,836404221;34,95876407;NaN;NaN;40,78728312;1,051270247;0,152;-0,035;1,08;16,48842958;29,14986667;7,872;1,138637259;10,023808;1,1264;6,389;-24,575;Spring
2011-05-10;2011;2011;85,4;6,6;10,6;0,4;14,2;3904;0,727272727;-3,524545455;-0,908181818;-1,909090909;-2335,390909;-1533,645455;1006,154545;2,206817708;35,03366146;NaN;NaN;31,51463415;0,602552414;0,165;-0,4465;-0,25;17,83919422;30,10986667;1,6;1,661826301;9,905792;1,0772224;6,58;-25,036;Spring
2011-05-20;2011;2011;52;11,81818182;11,09090909;0;7,818181818;3914;0;-1,264166667;-0,42;-1,369166667;0;0;994,3666667;2,682024306;35,05888542;NaN;NaN;57,43525418;0,566540718;0,178;-0,858;-1,58;19,09016994;21,7088;3,345454545;1,072559172;5,79904;0,971828364;7,817;-23,993;Spring
2011-05-31;2011;2011;46,66666667;24,13333333;14;0;2;3925;2,4125;-0,218125;0,80125;-1,451875;14,4;-443,21875;1001,39375;NaN;NaN;NaN;NaN;25,59749903;2,868702531;0,178;-0,858;-1,58;20,1928597;19,86901333;2,116266667;1,42596361;4,369322667;0,6546688;4,947;-24,987;Spring
2011-06-15;2011;2011;59,33333333;7,866666667;26,26666667;0,266666667;14,93333333;3940;9,7125;0,34625;0,446875;-0,771875;2173,8625;-521,325;1004,33125;3,233508242;35,08156456;NaN;NaN;10,29431522;0,764281571;0,1345;-0,665;-2,485;20,89314204;19,04995945;3,605650894;0,959885403;5,606656;0,743313067;5,081;-23,845;Summer
2011-08-01;2011;2011;98,28571429;41,71428571;37,42857143;14,71428571;17,71428571;3987;0,8;0,671333333;0,596666667;-1,544;-164,2533333;41,46;998,82;2,351921086;35,02462689;NaN;NaN;39,39145667;1,083890259;0,147;-1,063;-2,41;18,98779373;77,08927129;17,72181478;12,3290809;13,94925714;2,163328;5,317;-24,397;Summer
2011-08-31;2011;2011;151,2;60,6;53,2;301,8;2,6;4017;0;0,370909091;-0,498181818;-0,081818182;0;0;990,4363636;2,154194444;35,00120833;NaN;NaN;111,6099999;0,424468488;0,144;0,665;2,97;15,28891938;143,1937726;95,25910063;3,367825388;17,380608;3,1337728;5,766;-24,9292;Summer
2011-09-10;2011;2011;78,9;12,2;34,5;199,2;1,1;4027;0;-0,455714286;-0,449047619;0,42047619;0;0;992,0142857;NaN;NaN;NaN;NaN;109,1546595;NaN;0,103;0,7325;2,14;12,83998352;60,12695505;29,01396483;1,466792846;7,562304;1,0405632;6,223;-24,6132;Summer
2011-09-30;2011;2011;193,9354839;21,87096774;34,96774194;190,9677419;0,129032258;4047;0;-4,4790625;-2,05625;-3,9084375;0;0;990,365625;2,309625;35,0135625;NaN;NaN;98,31783898;NaN;-0,0045;1,1295;1,025;8,404882029;40,72061565;25,77098993;0,888798389;2,362136774;0,257604817;5,308;-25,6972;Faller
2011-10-31;2011;2011;11,33333333;8,266666667;8,666666667;34,8;0,133333333;4078;0;-9,554375;1,775625;-1,379375;0;0;993,60625;2,393888889;35,03523611;NaN;NaN;68,79653652;NaN;-0,071;1,459;0,74;4,881135987;12,68652135;4,16791062;0,143321055;4,062151111;0,733303467;5,001;-23,5222;Faller
2011-11-15;2011;2011;18;3,333333333;3,466666667;1570,4;0;4093;0,1125;-8,148125;-0,553125;-1,460625;0;0;980,1375;NaN;NaN;NaN;NaN;52,98925576;NaN;-0,058;1,84;1,97;3,06428391;221,0481384;185,8130037;0,16955697;2,710528;0,50816;5,831;-24,1722;Faller
2011-11-30;2011;2011;14,38709677;1,161290323;8,903225806;905,2258065;0;4108;0;-8,8028125;-2,9415625;-4,9421875;0;0;977,08125;2,34125;35,03726389;NaN;NaN;77,9678412;NaN;-0,055;1,0005;2,625;1,331521864;138,2665441;115,5261267;0,131613309;1,991060645;0,413420731;8,67;-23,8602;Faller
2011-12-31;2011;2012;13,5483871;1,419354839;6,258064516;119,0967742;0,387096774;4139;0;-4,8175;-1,73375;2,7596875;0;0;990,79375;NaN;NaN;NaN;NaN;87,66340989;NaN;-0,0305;-0,128;1,665;1,376909225;19,55974092;16,11819728;0,131865937;0,697694968;0,10773471;5,09;-24,7352;Winter
2012-01-31;2012;2012;23,5;12,92857143;14,21428571;7,785714286;1,642857143;4170;0;-10,09137931;-0,603448276;-3,324827586;0;0;983,9068966;NaN;NaN;NaN;NaN;75,47901088;NaN;0,0145;0,5005;1,53;3,85326614;9,727444232;3,504133055;0,236134996;1,933851429;0,341540571;8,777;-23,1612;Winter
2012-02-28;2012;2012;15,25;8,3125;6,875;1,8125;0;4198;0;-6,954242424;-2,123636364;-1,973333333;-137,5636364;-311,3272727;988,4878788;NaN;NaN;NaN;NaN;82,53225388;NaN;0,0525;0,501;-0,29;8,239030269;21,93358339;3,966796377;0,32897305;5,70548129;0,750562581;7,494;-24,4012;Winter
2012-03-31;2012;2012;100,6666667;4,4;6,8;0;0;4230;0;-12,6775;-0,108125;-7,43625;0;0;997,04375;NaN;NaN;NaN;NaN;67,937134;0,140726179;0,08;-0,035;-2,36;12,33014707;20,86826667;10,0352;0,065553496;7,794261333;0,789890844;9,015;-24,4332;Spring
2012-04-15;2012;2012;57,06666667;19,73333333;2,133333333;2,933333333;14;4245;0;-8,85875;-0,2575;-3,875;0;0;1001,2625;NaN;NaN;NaN;NaN;45,89594501;0,227564231;0,122;0,0665;-1,595;14,8168922;40,1422612;8,527975605;0,332596814;17,993728;2,219235556;7,826;-23,8272;Spring
2012-04-30;2012;2012;30,4;9,8;8,2;0;0;4260;0;-4,818181818;0,330909091;-2,587272727;-441,4636364;-358,7363636;999,1090909;NaN;NaN;NaN;NaN;36,39877752;0,287457198;0,164;0,168;-0,83;16,63150724;67,5072;15,424;0,36482768;24,19136;2,2329984;7,494;-24,4082;Spring
2012-05-10;2012;2012;118,6;26,8;6,8;0,2;35,4;4270;0;-2,090909091;-4,56;-3,812727273;0;0;1001,136364;NaN;NaN;NaN;NaN;67,27095088;0,446497485;0,232;-0,252;-1,705;17,96376226;25,00618959;2,25623817;0,410589148;7,528576;0,8018944;7,959;-24,8622;Spring
2012-05-20;2012;2012;46;54;9,636363636;0;4,363636364;4280;0;-1,640833333;2,924166667;-4,211666667;0;0;995,4083333;NaN;NaN;NaN;NaN;64,67760963;0,577636972;0,3;-0,672;-2,58;19,19014887;21,65527273;13,39733333;0,489544418;4,36790303;0,275696485;6,86;-25,5102;Spring
2012-05-31;2012;2012;45,2;131,6;4,2;0;3,8;4291;0;-0,884545455;-0,832727273;-3,269090909;0;0;1006,409091;NaN;NaN;NaN;NaN;35,58867147;0,418648958;0,3;-0,672;-2,58;20,0519319;41,5424;10,2272;0,764344507;18,99008;0,6105984;5,678;-24,0512;Spring
2012-06-10;2012;2012;8,8;23,6;2;0,2;1,8;4301;5,218181818;-0,615454545;0,160909091;0,216363636;206,7636364;217,5454545;1001,236364;NaN;NaN;NaN;NaN;20,21917195;2,120241165;0,3375;-0,252;-1,945;20,64614176;23,70698959;9,28983817;0,838825542;9,80032;0,320292;4,476;-24,763;Spring
2012-06-20;2012;2012;51,8;60,8;5,6;0;1;4311;15,38181818;-0,904545455;1,406363636;-0,914545455;-1305,809091;1100,9;993,3;NaN;NaN;NaN;NaN;7,883871939;0,90672496;0,375;0,168;-1,31;20,95521372;30,9248;2,944;1,59832269;7,36256;1,2131968;4,327;-24,086;Summer
2012-06-30;2012;2012;55,33333333;27,86666667;3,466666667;0;0,4;4321;0;-0,234375;-1,17625;-1,79;0;0;996,71875;NaN;NaN;NaN;NaN;56,70747301;2,034433484;0,375;0,168;-1,31;20,9167732;17,91317333;3,171555556;0,71199329;3,502336;0,5439488;6,928;-24,351;Summer
2012-07-29;2012;2012;71,29411765;34,11764706;5,411764706;0,705882353;1,882352941;4350;0,788888889;0,08;1,645;1,158888889;326,8833333;466,8944444;993,4944444;NaN;NaN;NaN;NaN;29,91148674;1,047318846;0,431;0,014;-0,44;19,09016994;51,89145098;26,57882353;0,282481076;5,853364706;1,603584;NaN;NaN;Summer
2012-08-15;2012;2012;78,875;45,625;16,375;1,375;5;4367;4,141176471;0,217647059;-1,252352941;-0,708235294;-5986,735294;-1227,841176;996,4588235;NaN;NaN;NaN;NaN;41,72519506;0,954010457;0,4395;0,393;-0,94;17,0505607;43,72609897;15,75259543;0,632619237;13,09845333;1,350208;NaN;NaN;Summer
2012-08-31;2012;2012;109,6;40;22;3,6;6,2;4383;0;-0,666363636;0,585454545;-3,147272727;0;0;984,5909091;NaN;NaN;NaN;NaN;85,83472848;0,749120295;0,448;0,772;-1,44;15,13278608;78,88044585;38,76527634;1,316870848;15,774208;2,822434133;NaN;NaN;Summer
2012-09-10;2012;2012;139,4;26;15;29,4;1,8;4393;0;0,547272727;-6,240909091;0,157272727;0;0;986,2727273;NaN;NaN;NaN;NaN;70,74616371;NaN;0,3885;-0,371;-2,325;13,51190064;69,9309878;20,48455584;13,15568431;12,545024;2,3286528;NaN;NaN;Summer
2012-09-20;2012;2012;187,8;20,4;34,6;157,2;3;4403;0;-2,43;1,564545455;0,042727273;-627,3454545;-222,2;995,5272727;NaN;NaN;NaN;NaN;63,81266117;NaN;0,329;-1,514;-3,21;11,81676395;83,1681346;22,81266204;25,3727142;9,875968;1,678848;NaN;NaN;Faller
2012-09-30;2012;2012;207,8666667;15,33333333;23,33333333;102,2666667;1,2;4413;23,54666667;-3,53625;0,65375;1,5925;-2185,8375;2362,2125;999,16875;NaN;NaN;NaN;NaN;2,230366781;NaN;0,329;-1,514;-3,21;9,584597048;61,97271153;30,43942068;15,9380472;8,684373333;1,513301333;NaN;NaN;Faller
2012-10-15;2012;2012;29,875;14,125;7,375;18,25;0;4428;20,18823529;-7,918235294;-0,078235294;-4,920588235;-13149,7;-4427,658824;996,6117647;NaN;NaN;NaN;NaN;13,18959378;NaN;0,247;-0,8125;-2,16;7,103695505;18,78387763;3,271559805;0,484974472;7,52976;0,895568;NaN;NaN;Faller
