Sample;O2;H2O;AFDW;CORG;CPE;CHLA;PROT;FDA;LIPIDS;BN;MBC;BB;MEIO;Julian_d_mean;Period_sampling;Depth;Latitude;Longitude;Year;Station;NEMATODA;COPEPODA;NAUPLII;OSTRACODA;POLYCHAETA;ROTIFERA;GASTROTRICHA;ISOPODA;KINORHYNCHA;BIVALVIA;TARDIGRADA;TANAIDACEA;TANTULOCARIDA;CUMACEA;LORICIFERA;PRIAPULIDA;TROCHOPHORA;ACARINA;AMPHIPODA;SIPUNCULIDA;BRYOZOA;CNIDARIA;TURBELLARIA;OLIGOCHAETA;HALACAROIDEA;PROTOHYDRA;OTHERS
EG4_2015;302,4659864;48,18797946;0,727816667;0,506728614;39,93621619;7,665870619;1,684387885;9,636504765;26,36072732;NaN;NaN;NaN;NaN;215;16;2500;78,819667;-2,785667;2015;EG4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EG4_2016;304,2091837;44,65492252;0,495033333;0,435784011;45,48531568;14,72840266;1,331769692;6,701037057;39,72547151;NaN;NaN;NaN;456;184,5;15;2500;78,819667;-2,785667;2016;EG4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EG4_2017;305,49;45,9906996;0,447206667;0,448531884;31,59017674;7,936638947;6,583255358;7,073243368;46,08664611;8,101016;25,61943875;20,75434832;194;245,5;19;2500;78,819667;-2,785667;2017;EG4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EG4_2018;NaN;44,13218318;0,484843333;0,471448175;34,04256774;26,99429377;1,417281346;NaN;63,99900265;13,571832;27,12024351;36,80713887;NaN;268,5;19;2500;78,819667;-2,785667;2018;EG4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EG4_2019;304,8986593;45,61798411;0,51008;0,483671937;48,67368242;9,430666946;0,985092962;5,44995292;50,43677152;8,442942;28,34248109;23,9293924;NaN;243,5;17;2500;78,819667;-2,785667;2019;EG4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG1_2000;314,0821301;65,97;0,69;NaN;60,93524455;55,07252009;2,3;11,08;127,5453348;NaN;NaN;NaN;2604;223;16;1000;79,1349;6,0868;2000;HG1;497,1986667;11,24733333;6,578;1,273333333;3,395333333;0,424;0;0;0;0,424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HG1_2001;NaN;65,32;0,65;1,49;62,71999807;23,9391319;1,952;31,67;62,0118797;NaN;NaN;NaN;3249;195,5;5;1000;79,135;6,0869;2001;HG1;618,7946667;10,822;13,36866667;0,848666667;3,394;0,848666667;0,212;0,212;0,636;0,212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HG1_2002;312,1593409;66,31;0,585;1,4354;59,29624434;20,90880382;2,585;35,87;37,99030493;3,514;37,7255114;13,257;2656;217,5;7;1000;79,1351;6,087;2002;HG1;503,3533333;9,338;12,52;0,848666667;2,759333333;0,848666667;0,424;0;0;0,424;0;0;0;0,212;0,212;0;0;0;0;0;0;0;0;0;0;0;0
HG1_2003;307,469;65,69;0,55;1,4024;74,08233099;23,72374647;2,938;43,67;73,87103094;NaN;NaN;NaN;2525;207,5;11;1000;79,1352;6,0871;2003;HG1;478,5266667;12,30866667;9,973333333;0,848666667;0,636;1,909333333;0;0;0;0;0;0;0;0,212;0;0;0;0;0;0,212;0;0;0;0;0;0;0
HG1_2004;312,0383894;66,30796957;0,503466667;1,02984;57,95810879;18,39366162;3,606610035;27,77849449;59,6726906;1,946;36,33;7,069;3303;190;4;1000;79,1353;6,0872;2004;HG1;622,6153333;10,39866667;18,03733333;2,334;1,697333333;2,969333333;0;0;0,424666667;0,848;0,212;0,212;0;0,212;0,212;0;0;0;0;0;0;0;0;0;0;0;0
HG1_2005;NaN;65,299;0,55351;1,408;51,8808059;19,74408973;3,953;47,947;58,53415903;8,752;33,862;29,636;2211;234,5;7;1000;79,1354;6,0873;2005;HG1;410,4426667;9,980666667;12,10466667;1,274666667;1,275333333;0;1,274;0;1,062666667;0;0;0;0;0;0;0;0;0;0;0;0;0,424666667;3,610666667;0,849333333;0;0;0
HG1_2006;315,979;52,76354262;0,3464;1,272;41,39266976;16,22599254;3,773936117;11,30249045;74,17091576;5,786;39,14;22,648;1935;246;30;1000;79,1355;6,0874;2006;HG1;362,88;9,769333333;9,557333333;1,274666667;1,487333333;0;0;0;0;0,425333333;0;0;0;0;0;0;0;0;0;0;0;0,212666667;0,212666667;0;0;0;1,276
HG1_2007;NaN;66,61528948;0,57;1,397;126,7474564;15,27572646;3,631;28,65710008;68,25373961;5,8;26,111;15,144;2485;198,5;15;1000;79,1356;6,0875;2007;HG1;450,5746667;14,44;24,634;1,911333333;0,85;0;0;0;0,425333333;0,85;0;0;0;0;0;0;0;0;0;0;0;1,487333333;0;1,062;0;0;0,850666667
HG1_2008;301,1262379;65,48530926;0,8147;1,5636;152,3659333;7,328172665;4,802540962;21,64185896;181,9292886;6,102;24,482;14,939;2865;193,5;7;1000;79,1357;6,0876;2008;HG1;535,9313333;11,468;14,652;1,274666667;1,063333333;0;0;0;0,425333333;3,186;0,424666667;0;0;0;0;0;0;0;0;0;0;1,274666667;0;0;0;0;3,398666667
HG1_2009;319,8979592;66,10938316;0,62589;1,5585;184,1401508;15,88735837;5,939;26,99;58,46125015;7,980666667;32,53266667;25,88133333;2783,69;195,5;5;1000;79,1358;6,0877;2009;HG1;511,5146667;14,65266667;18,68733333;3,398;1,912666667;0;0,212666667;0;0,850666667;0,849333333;0;0;0;0;0;0;0;0,212666667;0;0;0;1,7;0,638;0;0;0;2,124666667
HG1_2010;302,2023808;63,93473604;0,535123333;1,25986;113,9614256;11,97468747;5,796197988;16,52947996;47,26562013;3,643;31,338;11,416;1368;190,5;7;1000;79,1359;6,0878;2010;HG1;268,018;3,607333333;1,562666667;0;1,060666667;0;0;0,212;0;0,675333333;0;0;0;0;0;0;0;0;0;0;0;0;0,212;0;0,212;0;0
HG1_2011;NaN;NaN;NaN;1,215735115;101,1815176;10,688955;NaN;14,70483278;121,2658637;2,992;28,819;8,622;667;198,5;7;1000;79,136;6,0879;2011;HG1;121,594;8,275333333;3,338;0,212;0,848;0;0;4,727333333;0;2,160666667;0;0,424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HG1_2012;NaN;67,36680591;0,443516667;1,072771128;116,5119426;10,152164;4,280523935;12,16770159;13,36233856;2,012;31,328;6,304;1748;205;16;1000;79,1361;6,088;2012;HG1;340,8033333;6,403333333;0,636666667;1,060666667;1,061333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,212;0
HG1_2013;306,3833333;64,78;0,62783;1,288886788;189,7103225;18,58439377;7,953345657;12,58804267;128,2059342;1,841;29,208;5,378;1794;188;12;1000;79,1362;6,0881;2013;HG1;350,7773333;4,88;3,935333333;0;1,061333333;0;0,675333333;0;0,212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HG1_2014;301,3605442;64,99298115;0,41681;1,42088157;152,6938371;11,47523435;3,570250802;15,85203037;30,63816332;3,893;29,831;11,612;2025;175;4;1000;79,1363;6,0882;2014;HG1;395,978;8,275333333;0,424;0,424;0;0;0,675333333;0;0,212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HG1_2015;301,0204082;67,71188059;0,657363333;1,418181089;172,3653547;8,073547862;6,410326926;18,07835461;73,03472317;2,564;26,365;6,761;NaN;215;16;1000;79,1364;6,0883;2015;HG1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG1_2016;314,7321429;65,90424351;0,578946667;1,12;122,1389375;12,73938625;2,94158047;17,90284242;104,939667;6,115;26,33;16,102;NaN;184,5;15;1000;79,1365;6,0884;2016;HG1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG1_2017;317,56;65,43742474;0,597729667;1,172821434;149,9940471;8,327532599;NaN;17,09;164,7731149;7,365;25,936;19,101;NaN;245,5;19;1000;79,1366;6,0885;2017;HG1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG1_2018;296,4828997;65,30797907;0,5566;1,32408224;85,6352723;14,93979065;4,48166554;30,25938083;48,78844189;11,284;26,864;30,312;NaN;268,5;19;1000;79,1367;6,0886;2018;HG1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG1_2019;307,7156829;65,50915387;0,522173333;1,050133152;174,0000344;12,44778855;4,389024287;12,57520478;73,08184449;10,389;30,514;31,702;NaN;243,5;17;1000;79,1368;6,0887;2019;HG1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG2_2000;NaN;63,98;0,71;NaN;48,68833746;33,61848152;2,2;6,52;148,816197;NaN;NaN;NaN;1993;223;16;1500;79,1305;4,9005;2000;HG2;370,3;9,126;11,458;0;1,909333333;4,668;0,212;0;0,212;0;0,212;0;0;0;0;0;0;0,212;0;0;0;0;0;0;0;0;0
HG2_2001;NaN;62,63;0,6;1,224;36,43185826;12,50610237;2,146;20,17;79,13095016;NaN;NaN;NaN;1768;195,5;5;1500;79,1306;4,9006;2001;HG2;328,708;13,79466667;5,73;1,273333333;1,273333333;0,636;0;0,212;0,636666667;0;0;0;0,212;0;0,212;0,212;0;0;0,424;0;0;0;0;0;0;0;0
HG2_2002;306,7246866;63,72;0,604;1,22104;34,28412964;21,26904057;2,527;27,81;69,2754344;2,767;26,944;7,455;2410;217,5;7;1500;79,1307;4,9007;2002;HG2;456,8813333;10,82333333;10,186;1,484666667;1,272666667;0;0,212;0;0,424;0;0;0,212;0;0;0;0;0;0;0,212;0;0;0;0;0;0;0;0
HG2_2003;308,553;64,38;0,51;1,1714;54,73555782;18,60577437;2,671;4,66;64,40471372;NaN;NaN;NaN;1805;207,5;11;1500;79,1308;4,9008;2003;HG2;338,2573333;8,911333333;9,336666667;0,212;2,333333333;1,060666667;0,636666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HG2_2004;311,6786495;63,13351797;0,788633333;1,06402;42,31319655;20,48341837;3,261490212;7,261479275;13,79003271;1,562;42,638;6,662;1658;190;4;1500;79,1309;4,9009;2004;HG2;313,0046667;6,366666667;7,427333333;0,212;0,424;2,546666667;0;0;0;0,424;0;0,212;0,212;0;0,212;0;0;0,212;0,212;0;0;0;0;0;0;0;0
HG2_2005;NaN;62,422;0,57566;1,1912;36,34827814;15,73127429;2,931;33,479;48,56980352;4,832;34,373;16,608;1079;234,5;7;1500;79,131;4,901;2005;HG2;190,0406667;10,40666667;9,981333333;0,425333333;0,85;0;0,425333333;0;0,424666667;0;0;0;0;0;0;0;0;0,638;0;0;0;0,425333333;0,637333333;0,212666667;0;0;1,274666667
HG2_2006;315,5499;53,20620638;0,767466667;1,2888;35,0274238;14,63875803;2,632847988;13,55552675;86,168;NaN;NaN;NaN;1979;246;30;1500;79,1311;4,9011;2006;HG2;373,284;9,557333333;9,77;0,85;0,638;0;0;0;0;0,637333333;0;0;0;0;0;0;0;0;0;0;0;0;0,637333333;0;0;0;0,425333333
HG2_2007;316,9363791;57,81931462;NaN;NaN;109,0660286;11,28663498;NaN;12,03;NaN;5,471;22,194;12,142;2534;198,5;15;1500;79,1312;4,9012;2007;HG2;470,9586667;11,46866667;15,71466667;1,488;2,548666667;0;0;0;0,425333333;0,637333333;0,212666667;0;0;0;0;0;0;0,425333333;0;0;0;0,212666667;0,212666667;0,212666667;0;0;2,337333333
HG2_2008;302,1338895;62,43242286;0,5738;NaN;97,98806869;10,53218704;3,129266336;15,7;78,50154841;5,931;34,575;20,507;1841;193,5;7;1500;79,1313;4,9013;2008;HG2;343,134;5,098;10,40666667;0,212666667;2,550666667;0;0;0;0,637333333;1,487333333;0;0;0;0;0;0;0;0,212666667;0;0;0;0,212666667;0,212666667;0,212666667;0;0;3,824666667
HG2_2009;320,16;61,55215318;0,582545;1,252;97,46681335;14,8339634;5,014;21,13;42,89941573;4,960333333;33,35266667;16,51033333;1513,936667;195,5;5;1500;79,1314;4,9014;2009;HG2;287,5006667;5,311333333;7,008666667;0,425333333;1,488;0;0;0;0,212666667;0;0;0;0;0;0;0;0;0;0;0;0;0,212666667;0;0;0;0;0,638
HG2_2010;298,078869;63,91871117;0,553746667;1,069393333;77,1671602;25,97226027;5,33586858;17,08441415;27,69972575;4,905;30,812;15,114;NaN;190,5;7;1500;79,1315;4,9015;2010;HG2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG2_2011;NaN;61,20655782;0,541;0,821595201;88,34527563;10,29469456;NaN;11,24;135,7115241;3,294;28,368;9,345;NaN;198,5;7;1500;79,1316;4,9016;2011;HG2;221,5433333;5,094;1,91;0,212;1,484666667;0,212;1,273333333;0,636666667;0;0,424666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HG2_2012;NaN;62,98883374;0,521246667;0,810977003;80,60892777;8,924923003;6,999547881;7,26;49,01354583;6,299;33,84;21,317;NaN;205;16;1500;79,1317;4,9017;2012;HG2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG2_2013;305,7033333;61,56;0,63479;1,118642855;116,8164393;12,22958413;7,10445673;10,68;49,58691473;4,945;30,487;15,075;NaN;188;12;1500;79,1318;4,9018;2013;HG2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG2_2014;303,9115646;61,61107111;0,814108333;1,157403283;87,99221515;9,737772088;5,489259864;13,06;NaN;2,157;29,956;6,461;NaN;175;4;1500;79,1319;4,9019;2014;HG2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG2_2015;298,9795918;63,03436664;0,68073;0,950036168;130,476619;8,529826834;5,036836905;10,11;50,19125788;2,301;32,912;7,575;NaN;215;16;1500;79,132;4,902;2015;HG2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG2_2016;304,2091837;61,68280546;0,63459;1,006267572;96,47808398;15,80630297;3,194199268;12,99;62,96258201;3,235;24,758;8,009;NaN;184,5;15;1500;79,1321;4,9021;2016;HG2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG2_2017;312,63;61,32269453;0,618241;0,972203318;89,09949417;7,163356276;NaN;16,03;101,1007607;7,601;26,74;20,326;NaN;245,5;19;1500;79,1322;4,9022;2017;HG2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG2_2018;302,1438135;63,44812002;0,5698;1,057929417;78,25902526;11,62973282;4,754469236;38,33637977;78,14345397;16,307;22,533;36,745;NaN;268,5;19;1500;79,1323;4,9023;2018;HG2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG2_2019;306,4741246;57,29198846;0,63149;1,095198117;131,9653348;11,57562946;2,6028697;9,054173264;47,68870759;16,68;27,7590626;46,289536;NaN;243,5;17;1500;79,1324;4,9024;2019;HG2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG3_2000;NaN;54,94;0,72;NaN;44,36566278;30,50504032;2,36;5,6;106,5137673;NaN;NaN;NaN;2399;223;16;2000;79,1064;4,619;2000;HG3;459,428;7,64;5,942;0;3,182666667;1,484666667;0,212;0;1,485333333;0;0;0;0;0;0;0,212;0;0;0;0;0;0;0;0;0;0;0
HG3_2001;NaN;NaN;NaN;NaN;28,8841579;13,67657344;NaN;16,06;NaN;NaN;NaN;NaN;NaN;195,5;5;2000;79,1065;4,62;2001;HG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG3_2002;NaN;56,72;0,637;1,11092;47,65728915;22,97177435;3,113;27,13;101,7809963;5,259;31,974;16,816;3409;217,5;7;2000;79,1066;4,621;2002;HG3;642,7726667;15,91533333;16,33933333;2,546;1,272666667;0;0,212;0;1,272666667;0,636;0;0;0;0;0;0,212;0,212;0;0;0;0;0;0;0;0;0;0
HG3_2003;305,8889725;56,96;0,52;0,93574;9,745389588;32,99317153;2,725;25,72;30,36664665;NaN;NaN;NaN;2139;207,5;11;2000;79,1067;4,622;2003;HG3;405,9513333;8,488;7,638666667;0,212;1,06;3,819333333;0;0;0,212;0;0;0;0;0;0;0;0;0,212;0;0;0;0;0;0;0;0;0
HG3_2004;309,2776915;45,78701519;0,491333333;0,72268;29,42286274;20,50710465;1,761149676;22,10239698;50,16084828;2,278;35,034;7,982;1540;190;4;2000;79,1068;4,623;2004;HG3;296,4513333;4,455333333;2,334;0,636;0,636;2,758;0;0;0,212;0;0,424666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HG3_2005;NaN;53,625;0,607346667;0,87688;34,33622458;21,15480123;3,225;20,61;59,03508595;3,11;29,357;9,131;1613;234,5;7;2000;79,1069;4,624;2005;HG3;295,5706667;9,132;14,016;0,424666667;0,212666667;0;0;0;1,274666667;0,212666667;0;0;0;0;0;0;0;0,424666667;0;0;0;0,212666667;1,062;0;0;0;0
HG3_2006;316,4073;53,22861667;0,4803;1,1202;46,06224305;13,79464797;3,399479763;13,20238656;52,136;4,445;32,182;14,305;2392;246;30;2000;79,107;4,625;2006;HG3;448,8753333;10,194;15,078;1,062;0,212666667;0;0,425333333;0;0,424666667;0,212666667;0;0;0;0;0;0;0;0;0;0;0;0,424666667;0,425333333;0;0;0;1,062
HG3_2007;NaN;56,88992472;NaN;NaN;121,0576608;14,17862615;NaN;NaN;102,3795599;4,156;26,524;11,023;NaN;198,5;15;2000;79,1071;4,626;2007;HG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG3_2008;302,8853721;53,44460383;0,50875;NaN;98,26278223;7,356683823;7,417120227;11,95;151,6802831;1,578;32,683;5,158;1634;193,5;7;2000;79,1072;4,627;2008;HG3;312,1326667;4,673333333;6,372;0,638;0,638;0;0,212666667;0;0,425333333;0,425333333;0;0;0;0;0;0;0;0;0;0;0;0,212666667;0;0;0;0;1,063333333
HG3_2009;319,2176871;54,36406599;0,519466667;1,01038;140,8439347;12,05000916;4,085;13,67;62,23761477;4,269666667;38,12333333;16,88533333;2694,51;195,5;5;2000;79,1073;4,628;2009;HG3;516,3966667;6,584;8,070666667;1,062666667;1,912;0;0,212666667;0;1,487333333;0;0;0;0;0;0;0;0;0;0;0;0;0,212666667;0,212666667;0;0;0;2,761333333
HG3_2010;302,1116071;56,64612109;0,510016667;0,7471;89,79008108;21,78493192;7,211740853;11,26804991;39,03471404;3,261;28,681;9,354;NaN;190,5;7;2000;79,1074;4,629;2010;HG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG3_2011;NaN;59,76768022;0,534446667;1,017425718;109,423967;8,690454826;NaN;10,95;149,143169;3,012;40,619;12,233;NaN;198,5;7;2000;79,1075;4,63;2011;HG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG3_2012;NaN;56,3776768;0,526843333;0,750180223;93,97529262;12,63080543;6,923377553;9,5;19,24530453;5,234;43,033;22,524;NaN;205;16;2000;79,1076;4,631;2012;HG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG3_2013;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;188;12;2000;79,1077;4,632;2013;HG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG3_2014;308,3333333;52,49013844;1,425143333;0,966150645;94,75765861;11,77940663;6,463306208;11,27;58,1936536;5,471;24,858;13,599;NaN;175;4;2000;79,1078;4,633;2014;HG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG3_2015;292,7721088;57,28093968;0,750026667;0,878317357;115,1646028;8,618432702;3,574955493;9,6;77,43599374;3,63;26,3;9,961;NaN;215;16;2000;79,1079;4,634;2015;HG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG3_2016;302,2959184;51,63817733;0,501716667;0,73579796;90,47111926;16,49219508;2,447243354;7,5;149,9247924;7,22;29,094;21,006;NaN;184,5;15;2000;79,108;4,635;2016;HG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG3_2017;300,56;58,15594697;0,63223;0,813312887;115,9610511;7,834419687;NaN;11,25;93,50181779;10,1;12,401;12,525;NaN;245,5;19;2000;79,1081;4,636;2017;HG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG3_2018;298,6931363;59,31153307;0,60164;0,767908729;65,21912937;10,29958286;3,274991115;36,29785368;106,2365965;15,52;24,485;37,997;NaN;268,5;19;2000;79,1082;4,637;2018;HG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG3_2019;304,9631974;55,96157067;0,5547;0,855311124;147,9725012;12,3019953;9,3122627;6,661286267;66,13257687;23,88;32,687;78,063;NaN;243,5;17;2000;79,1083;4,638;2019;HG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HG4_2000;315,9572473;52,9;0,71;NaN;30,16290831;16,65298693;1,61;6,68;63,88568351;NaN;NaN;NaN;569;223;16;2500;79,0676;4,1735;2000;HG4;111,4086667;0,212;1,060666667;0;1,061333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HG4_2001;NaN;51,97;0,59;0,77158;29,73165195;9,081873801;1,719;8,9;57,48954776;NaN;NaN;NaN;1824;195,5;5;2500;79,0677;4,1736;2001;HG4;353,96;2,97;3,183333333;2,122;0,212;0,212;0;0;0,636;0,424;0,636;0;0;0;0;0;0;0,212;0;0;0;0;0;0;0;0;0
HG4_2002;307,4;50,26;0,565;0,6882;26,63098756;8,91661977;1,996;15,85;17,85414785;1,568;41,511;6,507;2059;217,5;7;2500;79,0678;4,1737;2002;HG4;403,1933333;3,394666667;1,91;0,636;0,636;0;0,212;0,212;0,212;0,212;0,636;0;0;0;0;0;0;0,212;0;0;0;0;0;0;0;0;0
HG4_2003;310,9116307;52,39;0,5;0,7519;51,94325647;19,31114142;2,228;17,03;46,45379678;NaN;NaN;NaN;1616;207,5;11;2500;79,0679;4,1738;2003;HG4;312,7926667;3,394666667;3,395333333;0;0,636;1,060666667;0;0;0,212;0;1,697333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HG4_2004;310,0556597;52,5412479;0,5257;0,74668;30,31337007;17,57490001;2,818521368;15,23155495;19,41320585;2,083;33,174;6,911;888;190;4;2500;79,068;4,1739;2004;HG4;165,5213333;3,394666667;1,273333333;0,424;1,06;2,546;0;0;1,908666667;0;1,273333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HG4_2005;NaN;49,1;0,476193333;0,78904;55,25242645;19,33303352;2,029;17,882;21,00145227;6,061;29,777;18,048;821;234,5;7;2500;79,0681;4,174;2005;HG4;155,0053333;3,823333333;2,973333333;0,425333333;0,85;0;0,212666667;0;0,212666667;0;0,425333333;0;0;0;0;0;0;0;0;0;0;0,212666667;0;0;0;0;0
HG4_2006;317,7636;49,0295317;0,336133333;0,79142;21,05726804;14,56745738;1,6;9,223350387;NaN;2,196;37,872;8,317;1400;246;30;2500;79,0682;4,1741;2006;HG4;274,55;1,699333333;1,487333333;0,424666667;0,85;0;0;0;0;0;0,849333333;0;0;0;0;0;0;0;0;0;0;0;0,212666667;0;0;0;0
